restaurant_name,inspection_type,inspection_date,inspection_score,zip_code,street_address,inspection_month,inspection_year
"WILD, WILD WEST",Routine,11/06/2019,100,75202,509 ELM ST #100,Nov 2019,FY2020
A.W. BROWN,Routine,05/21/2019,99,75115,5701 REDBIRD CENTER DR,May 2019,FY2019
CHARGERS CAFE,Routine,05/23/2019,98,75231,7502 FAIR OAKS AVE,May 2019,FY2019
MEDRANO ELEMENTARY SCHOOL,Routine,11/04/2019,100,75219,2221 LUCAS DR,Nov 2019,FY2020
W H ADAMSON HIGH SCHOOL,Routine,11/07/2019,97,75203,309 E NINTH ST,Nov 2019,FY2020
AMERICAN LEGION POST #453,Routine,11/06/2019,97,75220,2755 BACHMAN DR,Nov 2019,FY2020
WM H ATWELL JR HIGH,Routine,05/29/2019,100,75233,1303 REYNOLDSTON LN,May 2019,FY2019
MAPLE LAWN SCHOOL,Routine,04/20/2017,100,75235,3120 INWOOD RD,Apr 2017,FY2017
BELMONTS CAFE ON BACHMAN CREEK,Routine,05/30/2019,99,75220,3880 W NORTHWEST HWY,May 2019,FY2019
TGS MINI MART & CAR WASH,Routine,03/14/2017,98,75220,2917 LOMBARDY LN,Mar 2017,FY2017
HARMONY ELEMENTARY CAFETERIA,Routine,10/17/2019,100,75243,11945 FORESTGATE DR,Oct 2019,FY2020
WW SAMUELL HIGH SCHOOL,Routine,05/29/2019,100,75217,8928 PALISADES DR,May 2019,FY2019
KATY TRAIL ICE HOUSE - DISH AREA,Routine,10/24/2019,99,75201,3127 ROUTH ST,Oct 2019,FY2020
TIME OUT TAVERN,Routine,10/23/2018,97,75209,5101 W LOVERS LN,Oct 2018,FY2019
STEPHEN C. FOSTER ELEMENTARY AUXILIARY KITCHEN,Routine,09/19/2017,100,75220,3700 CLOVER LN,Sep 2017,FY2017
LINCOLN CAFE,Routine,03/21/2019,97,75201,500 N AKARD ST #220,Mar 2019,FY2019
WHATABURGER #604,Routine,10/17/2019,99,75220,3710 W NORTHWEST HWY,Oct 2019,FY2020
ZION LUTHERAN SCHOOL,Routine,10/24/2019,100,75214,6121 E LOVERS LN,Oct 2019,FY2020
CATHEDRAL SANTUARIO DE GUADALUPE,Routine,05/15/2019,95,75201,2215 ROSS AVE,May 2019,FY2019
MCDONALD'S,Routine,05/16/2019,97,75202,407 N LAMAR ST #170A,May 2019,FY2019
GOLDEN RULE CHARTER SCHOOL,Routine,10/23/2019,99,75233,2602 W ILLINOIS AVE,Oct 2019,FY2020
GABE ALLEN SCH,Routine,11/11/2019,95,75212,5220 NOMAS ST,Nov 2019,FY2020
DONUT TOWN,Routine,11/23/2018,98,75228,8686 FERGUSON RD #210,Nov 2018,FY2019
WESTWOOD JR HIGH,Routine,10/16/2019,100,75248,7630 ARAPAHO RD,Oct 2019,FY2020
CENTRAL MARKET KITCHEN,Routine,05/21/2019,97,75206,5750 E LOVERS LN,May 2019,FY2019
LAS HAMACAS,Routine,05/02/2017,98,75220,10333 DENTON DR #7,May 2017,FY2017
CHILI'S GRILL & BAR,Routine,04/26/2019,96,75218,246 CASA LINDA PLAZA,Apr 2019,FY2019
TARGET PRODUCE #T947,Routine,02/15/2017,97,75220,9440 MARSH LN,Feb 2017,FY2017
BAYLOR HEART & VASCULAR CENTER,Routine,04/28/2017,100,75226,621 N HALL ST,Apr 2017,FY2017
SILVERADO SENIOR LIVING-TURTLE CREEK,Routine,06/13/2019,97,75219,3611 DICKASON AVE,Jun 2019,FY2019
THE KINGS ONE STOP SHOP,Routine,12/13/2016,95,75243,9750 WALNUT ST STE #170,Dec 2016,FY2017
IGNITE MIDDLE SCHOOL,Routine,05/16/2019,98,75204,2211 CADDO ST,May 2019,FY2019
LAS HUASTECAS #2,Routine,01/08/2018,100,75246,4816 GASTON AVE,Jan 2018,FY2018
WENDY'S,Routine,11/04/2019,96,75234,3790 FOREST LN,Nov 2019,FY2020
BRAIN STORM SHELTER,Routine,10/10/2019,98,75206,5601 SEARS ST,Oct 2019,FY2020
URSULINE ACADEMY CONCESSI,Routine,05/15/2018,97,75229,4900 WALNUT HILL LN,May 2018,FY2018
WOLFGANG PUCK CATERING-BUTCHER ROOM,Routine,04/24/2019,100,75202,400 S HOUSTON ST 3F,Apr 2019,FY2019
BAHAMA BUCKS,Routine,04/05/2018,98,75248,6033 CAMPBELL RD,Apr 2018,FY2018
SUBWAY,Routine,10/21/2019,98,75220,3701 W NORTHWEST HWY #300,Oct 2019,FY2020
AMPHITHEATRE BLDG #L3,Routine,07/20/2018,100,75210,1818 FIRST AVE,Jul 2018,FY2018
PLAZA #1040 FAST BREAK 116,Routine,03/22/2018,100,75201,2500 VICTORY AVE PLZA #1040,Mar 2018,FY2018
SUNRISE OF NORTHWOOD,Routine,08/07/2017,100,75248,13001 HILLCREST RD,Aug 2017,FY2017
SUNSET HIGH SCHOOL,Routine,11/07/2019,100,75211,2120 W JEFFERSON BLVD,Nov 2019,FY2020
"SUPERMERCADO TELOLOAPAN #17, INC (GROCERY)",Routine,02/14/2017,97,75211,4950 W ILLINOIS AVE #123,Feb 2017,FY2017
NORTHLAKE ELEMENTARY,Routine,05/15/2019,98,75238,10059 RAVENSWAY DR,May 2019,FY2019
ROBERT HILL JR HIGH,Routine,05/23/2019,99,75218,505 EASTON RD,May 2019,FY2019
PROVIDENCE CHRISTIAN SCHOOL,Routine,11/26/2018,100,75209,5002 W LOVERS LN,Nov 2018,FY2019
OAKCLIFF BIBLE FELLOWSHIP-SERVING LINE,Routine,10/23/2019,99,75232,1660 W CAMP WISDOM RD,Oct 2019,FY2020
MOXIE'S GRILL & BAR (OUTSIDE BAR),Routine,10/31/2019,100,75201,100 CRESCENT CT #140,Oct 2019,FY2020
WALMART #5889,Routine,06/11/2019,100,75220,9410 WEBB CHAPEL RD,Jun 2019,FY2019
W W HARLEE ELEMENTARY,Routine,05/31/2018,100,75203,1216 E EIGHTH ST,May 2018,FY2018
ACCENT FOOD SERVICES @ JB HUNT,Routine,05/29/2019,100,75236,5701 W KIEST BLVD,May 2019,FY2019
WALMART #5889,Routine,06/11/2019,100,75220,9410 WEBB CHAPEL RD,Jun 2019,FY2019
VAIL DONUTS,Routine,10/08/2019,98,75287,3855 FRANKFORD RD #104,Oct 2019,FY2020
B H MACON ELEMENTARY,Routine,05/29/2019,100,75217,650 HOLCOMB RD,May 2019,FY2019
LA MICHOACANA MEAT MKT/CARNICERIA,Routine,10/31/2017,99,75217,1506 S BUCKNER BLVD,Oct 2017,FY2018
LAKEHILL PREP SCHOOL,Routine,05/24/2019,98,75214,2720 HILLSIDE DR,May 2019,FY2019
WINGSTOP RESTAURANT,Routine,06/04/2019,97,75240,13536 PRESTON RD #110,Jun 2019,FY2019
HAMILTON PARK ELEMENTARY,Routine,04/09/2019,99,75243,8301 TOWNS ST,Apr 2019,FY2019
MCDONALD'S RESTAURANT,Routine,11/07/2019,97,75231,6950 GREENVILLE AVE,Nov 2019,FY2020
PACIFIC DECK-DALLAS,Routine,01/10/2018,100,75201,1910 PACIFIC #1400,Jan 2018,FY2018
MADISON HIGH SCHOOL,Routine,05/31/2019,100,75215,3000 MLK BLVD,May 2019,FY2019
NOVA ACADEMY,Routine,05/09/2019,100,75227,6459 SCYENE RD,May 2019,FY2019
LUMIN LINDSLEY PARK COMMUNITY SCHOOL,Routine,11/14/2019,100,75223,7130 LINDSLEY AVE,Nov 2019,FY2020
FAIRFIELD INN,Routine,07/23/2018,96,75201,555 S EVERGREEN ST,Jul 2018,FY2018
REGENERATION ARCADE BAR AND PIZZERIA,Routine,05/20/2019,98,75287,17721 DALLAS PKWY #140,May 2019,FY2019
TRINITY BASIN PREPARATORY (1ST FLOOR),Routine,11/08/2019,98,75203,855 E EIGHTH ST,Nov 2019,FY2020
MCDONALDS,Routine,11/14/2019,88,75211,4223 W ILLINOIS AVE,Nov 2019,FY2020
CHIPOTLE MEXICAN GRILL,Routine,10/24/2019,94,75231,8687 N CENTRAL EXPW #2396,Oct 2019,FY2020
AMERICAN LEGION POST 292,Routine,10/18/2019,85,75216,4442 S MARSALIS AVE,Oct 2019,FY2020
OAK CLIFF BIBLE FELLOWSHIP CHURCH-YOUTH CENTER SNACK AREA,Routine,10/23/2019,94,75232,1821 W CAMP WISDOM RD,Oct 2019,FY2020
TACO CABANA #191,Routine,10/23/2019,88,75234,11824 WEBB CHAPEL RD,Oct 2019,FY2020
URBANO CATERING,Routine,05/22/2019,97,75204,1410 N FITZHUGH AVE #A,May 2019,FY2019
JOE'S DUGOUT,Routine,11/01/2019,94,75287,19021 MIDWAY RD #600,Nov 2019,FY2020
BIG TONYS WEST PHILLY CHEESE STEAKS DALLAS,Routine,10/30/2019,75,75240,13378 PRESTON RD,Oct 2019,FY2020
BRYAN STREET TAVERN,Follow-up,10/23/2019,80,75204,4315 BRYAN ST,Oct 2019,FY2020
BARNES & NOBLE CAFE,Routine,10/14/2019,97,75240,5301 BELTLINE RD #118,Oct 2019,FY2020
WINGSTOP,Routine,10/14/2019,96,75252,18101 PRESTON RD #204D,Oct 2019,FY2020
LOOK CINEMA,Routine,10/28/2019,97,75254,5420 BELTLINE RD,Oct 2019,FY2020
G TEXAS CATERING,Routine,12/20/2018,90,75220,10319 FINNELL ST,Dec 2018,FY2019
EL RIO GRANDE SUPERMARKET - JUICE BAR,Routine,10/09/2019,96,75217,10325 LAKE JUNE RD #400,Oct 2019,FY2020
WEEKEND,Routine,10/29/2019,95,75201,1511 COMMERCE ST,Oct 2019,FY2020
CULINAIRE INTERNATIONAL BAR,Routine,10/23/2019,98,75201,2301 FLORA ST,Oct 2019,FY2020
THE ARTISAN,Routine,10/22/2019,88,75201,2330 FLORA ST #300,Oct 2019,FY2020
HARRY STONE RECREATION CENTER,Routine,10/16/2019,93,75228,2403 MILLMAR DR,Oct 2019,FY2020
RODRIGUEZ MEXICAN GRILL,Routine,10/16/2019,96,75217,8009 LAKE JUNE RD,Oct 2019,FY2020
RAGIN CRAB,Routine,10/29/2019,83,75206,2100 GREENVILLE AVE,Oct 2019,FY2020
FIESTA MART #32 GROCERY,Routine,01/02/2019,93,75220,9727 WEBB CHAPEL RD,Jan 2019,FY2019
15695 HEIGHTS PREP,Routine,10/22/2019,91,75212,2806 CANADA DR,Oct 2019,FY2020
MEDIEVAL TIMES BAR,Routine,10/15/2019,100,75207,2021 N STEMMONS FRWY,Oct 2019,FY2020
IHOP #3650,Routine,10/14/2019,91,75214,7317 GASTON AVE #100,Oct 2019,FY2020
VERONA ITALIAN CAFE,Routine,10/24/2019,81,75218,9039 GARLAND RD,Oct 2019,FY2020
AFC SUSHI @TOM THUMB #3650,Routine,10/17/2019,98,75254,14999 PRESTON RD,Oct 2019,FY2020
MCDONALDS #2383,Routine,11/04/2019,96,75240,13040 COIT RD,Nov 2019,FY2020
SAUCE PIZZA & WINE,Routine,11/11/2019,90,75231,8185 WALNUT HILL LN #140,Nov 2019,FY2020
ILLINOIS FOOD MART,Routine,10/18/2019,85,75224,225 W ILLINOIS AVE,Oct 2019,FY2020
CINEMARK IMAX,Routine,05/11/2017,99,75234,11819 WEBB CHAPEL RD,May 2017,FY2017
SKYLINE STUDENT KITCHEN - CULINARY,Routine,05/28/2019,100,75227,7777 FORNEY RD,May 2019,FY2019
LUNA PREPARATORY PRIMARY,Routine,10/16/2019,94,75202,2020 N LAMAR ST,Oct 2019,FY2020
SUSHI YA RESTAURANT,Routine,10/17/2019,85,75202,1306 ELM ST,Oct 2019,FY2020
HOMEMADE DONUTS,Routine,11/08/2019,93,75223,5515 E GRAND AVE,Nov 2019,FY2020
THE CROSSINGS BY SAVORY CATERING,Routine,10/23/2019,83,75240,5429 LBJ FRWY,Oct 2019,FY2020
PINNACLE PREP PRIMARY,Routine,05/21/2019,100,75224,2510 S VERNON AVE,May 2019,FY2019
SUBWAY,Routine,11/05/2019,90,75241,8181 S LANCASTER RD STE #C,Nov 2019,FY2020
EL TIZONCITO III,Routine,10/29/2019,90,75209,5150 LEMMON AVE STE 111,Oct 2019,FY2020
STOP N SHOP,Routine,05/29/2018,85,75218,11470 GARLAND RD,May 2018,FY2018
MARISCOS EL GUERO SPORTS BAR AND GRILL,Routine,10/27/2019,82,75220,10230 HARRY HINES BLVD #100,Oct 2019,FY2020
MASO'S TEXACO,Routine,05/16/2018,100,75287,4605 FRANKFORD RD,May 2018,FY2018
FIESTA MART CHEESE SHOP,Routine,11/02/2016,94,75220,9727 WEBB CHAPEL RD,Nov 2016,FY2017
TEXAS TORAH SCHOOL KITCHEN,Routine,11/06/2019,94,75252,6506 FRANKFORD RD,Nov 2019,FY2020
SONIC DRIVE IN,Routine,10/08/2019,99,75287,3650 FRANKFORD RD,Oct 2019,FY2020
YAMA SUSHI JAPANESE RESTAURANT,Routine,10/30/2019,82,75243,8989 FOREST LN STE #112,Oct 2019,FY2020
WING DADDY'S GRILL,Routine,10/30/2019,80,75216,3410 S LANCASTER RD,Oct 2019,FY2020
MARIE'S KITCHEN,Routine,11/07/2019,90,75243,11910 GREENVILLE AVE #103,Nov 2019,FY2020
FIESTA MART #58 BAKERY,Routine,10/23/2019,96,75240,8060 SPRING VALLEY RD,Oct 2019,FY2020
BENIHANA,Routine,10/22/2019,83,75251,7775 BANNER DR,Oct 2019,FY2020
SPEC'S LIQUOR #150,Routine,11/22/2016,91,77006,9500 N CENTRAL EXPW 200,Nov 2016,FY2017
MARISCOS LA RIVIERA NAYARIT,Routine,10/15/2019,84,75238,10601 NEW CHURCH RD,Oct 2019,FY2020
G TEXAS CATERING,Routine,06/17/2019,89,75220,10319 FINNELL ST,Jun 2019,FY2019
CRIS AND JOHN,Routine,10/23/2019,79,75254,5555 PRESTON OAKS RD #5,Oct 2019,FY2020
ED CAMPBELL CONCESSION- COTTON BOWL STAND #43-3525,Routine,09/21/2017,99,75210,3750 COTTON BOWL PLAZA,Sep 2017,FY2017
CAMPISI'S BAR,Routine,03/31/2017,97,75201,1520 ELM ST #111,Mar 2017,FY2017
LA ESTRELLA BAKERY,Routine,11/11/2019,80,75212,1111 SINGLETON BLVD,Nov 2019,FY2020
7-ELEVEN,Routine,11/07/2019,82,75203,302 N MARSALIS AVE,Nov 2019,FY2020
FIESTA MART #32 TAQUERIA,Routine,05/02/2017,94,75220,9727 WEBB CHAPEL RD,May 2017,FY2017
AMC THEATRES NORTHPARK 15 (BAR),Routine,02/02/2017,97,75225,8687 N CENTRAL EXPW #3000,Feb 2017,FY2017
CRISWELL COLLEGE MAIN KITCHEN,Routine,07/01/2019,80,75246,4024 GASTON AVE,Jul 2019,FY2019
TRADER JOE'S,Routine,10/31/2019,96,75209,5550 W LOVERS LN #168,Oct 2019,FY2020
FIESTA MART #32 TAQUERIA,Routine,01/23/2018,92,75220,9727 WEBB CHAPEL RD,Jan 2018,FY2018
7-11 #17433C,Routine,11/13/2019,92,75231,8440 PARK LN,Nov 2019,FY2020
15734 3D CANTINA,Routine,10/31/2019,82,75215,2707 MLK BLVD STE #130,Oct 2019,FY2020
DANIEL WEBSTER ELEMENTARY,Routine,11/07/2019,99,75233,3815 S FRANKLIN AVE,Nov 2019,FY2020
CANVAS HOTEL - 6TH FLOOR,Routine,06/24/2017,83,75215,1325 S LAMAR ST,Jun 2017,FY2017
MARK TWAIN SCHOOL,Routine,11/14/2019,94,75232,724 GREEN COVE LN,Nov 2019,FY2020
SUPER CHIX,Routine,11/07/2016,98,75254,14999 PRESTON RD #226,Nov 2016,FY2017
URSULINE ACADEMY CONCESSI,Routine,05/16/2019,97,75229,4900 WALNUT HILL LN,May 2019,FY2019
BENJAMIN FRANKLIN SCHOOL,Routine,11/13/2019,95,75231,6920 MEADOW RD,Nov 2019,FY2020
MURPHY'S DELI,Routine,04/29/2019,91,75247,8200 BROOKRIVER DR #N106,Apr 2019,FY2019
MCDONALDS,Routine,06/11/2019,88,75218,11217 GARLAND RD,Jun 2019,FY2019
EL MOLCAJETAZO RESTAURANT,Routine,06/03/2019,80,75229,11055 DENNIS RD #20,Jun 2019,FY2019
ALICE,Routine,05/31/2019,70,75204,1623 N HALL ST #103,May 2019,FY2019
TRUCKERS CAFE,Routine,05/23/2019,86,75215,1910 MLK BLVD,May 2019,FY2019
LEA LEA'S DAIQUIRI SPOT,Routine,05/15/2019,90,75287,18900 N DALLAS PKWY #104,May 2019,FY2019
SAUCE PIZZA & WINE,Routine,05/20/2019,92,75231,8185 WALNUT HILL LN #140,May 2019,FY2019
EL TIZONCITO III,Routine,04/29/2019,82,75209,5150 LEMMON AVE STE 111,Apr 2019,FY2019
JACK IN THE BOX #729,Routine,05/30/2019,89,75211,1020 S WESTMORELAND RD,May 2019,FY2019
DANTE'S ITALIAN EATERY,Routine,05/20/2019,92,75243,12101 GREENVILLE AVE #100,May 2019,FY2019
LOUISE WOLFF KHAN ELEM,Routine,05/15/2019,99,75211,610 N FRANKLIN AVE,May 2019,FY2019
MARISCOS 2000 #2,Routine,05/07/2019,86,75229,2460 WALNUT HILL LN,May 2019,FY2019
CENTRAL MARKET GROCERY (SUSHI),Routine,05/21/2019,100,75206,5750 E LOVERS LN,May 2019,FY2019
GOURMET CHINA,Routine,05/15/2019,93,75243,9025 FOREST LN #102,May 2019,FY2019
KIPP PLEASANT GROVE PRIMARY,Routine,05/06/2019,94,75227,2200 N ST. AUGUSTINE DR,May 2019,FY2019
HILLCREST HIGH SCHOOL,Routine,05/13/2019,97,75230,9924 HILLCREST RD,May 2019,FY2019
UNCLE WOK,Follow-up,05/09/2019,88,75243,8420 ABRAMS RD #206,May 2019,FY2019
EL BOTANERO BAR,Routine,04/30/2019,74,75220,3049 W NORTHWEST HWY,Apr 2019,FY2019
TORCHY'S TACO #19,Routine,06/05/2019,86,75254,14760 PRESTON RD #124,Jun 2019,FY2019
CRAFTY IRISHMAN PUBLIC HOUSE,Routine,05/16/2019,93,75201,1800 MAIN ST #1000,May 2019,FY2019
AFC SUSHI,Routine,07/06/2017,100,75235,1935 MEDICAL DISTRICT DR,Jul 2017,FY2017
WHATABURGER #708,Routine,05/15/2019,88,75243,11880 N CENTRAL EXPW,May 2019,FY2019
CINDI'S NY DELI & RESTAURANT,Routine,05/28/2019,88,75202,306 S HOUSTON ST,May 2019,FY2019
WOO MEE OAK,Routine,05/19/2017,81,75243,10560 WALNUT ST #200,May 2017,FY2017
A WOK EXPRESS,Routine,05/30/2019,86,75228,10349 FERGUSON RD,May 2019,FY2019
IN-N-OUT BURGER #259,Routine,04/01/2019,100,75240,7909 LBJ FRWY,Apr 2019,FY2019
PLAZA #1029 HOT POPPED AND TWISTED 113,Routine,03/22/2018,100,75201,2500 VICTORY AVE PLZA #1029,Mar 2018,FY2018
EBBY HALLIDAY SCHOOL CAFETERIA,Routine,03/30/2017,96,75217,10210 TEAGARDEN RD,Mar 2017,FY2017
THE MOTH,Routine,04/25/2019,89,75207,1621 OAK LAWN AVE #B,Apr 2019,FY2019
FSK FOOD MART,Routine,05/22/2019,75,75220,10969 N STEMMONS FRWY,May 2019,FY2019
LA MICHOACANA MEAT MARKET- BAKERY,Routine,04/14/2019,96,75220,3380 LOMBARDY LN,Apr 2019,FY2019
SALSA LIMON,Routine,04/23/2019,84,75201,411 N AKARD ST,Apr 2019,FY2019
CHINA KING SUPER BUFFET,Routine,04/29/2019,80,75220,2829 W NORTHWEST HWY #511,Apr 2019,FY2019
SARAH CAFE,Routine,05/15/2019,80,75243,12225 GREENVILLE AVE #150,May 2019,FY2019
NATHANIEL HAWTHORNE ELEM,Routine,05/20/2019,92,75217,7800 UMPHRESS RD,May 2019,FY2019
LOS BALONES SPORT BAR & RESTAURANT,Routine,06/04/2019,86,75220,2905 WEBB CHAPEL EXT,Jun 2019,FY2019
STARBUCKS IN TARGET STORES -T0875,Routine,05/21/2019,91,75204,2417 N HASKELL AVE,May 2019,FY2019
MELIO'S CHAR BAR,Routine,05/20/2019,85,75206,2026 GREENVILLE AVE,May 2019,FY2019
SUDIE L WILLIAMS TALENTED AND GIFTED ACADEMY,Routine,04/29/2019,98,75209,4518 POMONA RD,Apr 2019,FY2019
BENT TREE CC LAKE,Routine,07/24/2018,100,75248,5201 WESTGROVE DR,Jul 2018,FY2018
GREAT EAST CAMPUS,Routine,05/21/2019,92,75241,2901 MORGAN DR,May 2019,FY2019
SKY ROCKET BURGER,Routine,05/15/2019,92,75252,7877 FRANKFORD RD #101B,May 2019,FY2019
CHINA WOK,Routine,05/20/2019,84,75217,10121 LAKE JUNE RD #110,May 2019,FY2019
STARBUCKS COFFEE,Routine,07/11/2017,98,75234,3100 FOREST LN #100,Jul 2017,FY2017
CC:2841,Routine,05/10/2019,86,75229,2851 WALNUT HILL LN,May 2019,FY2019
FLYING FISH,Routine,04/26/2019,90,75207,1838 IRVING BLVD,Apr 2019,FY2019
PORTA DI ROMA,Routine,04/23/2019,84,75201,1623 MAIN ST #104,Apr 2019,FY2019
CHURCH'S CHICKEN #35,Routine,05/29/2019,92,75210,4656 SCYENE RD,May 2019,FY2019
ALBERTSON'S #4105 GROCERY,Routine,04/11/2018,97,75252,4625 FRANKFORD RD,Apr 2018,FY2018
TACO JOINT,Routine,05/29/2019,90,75214,6434 E MOCKINGBIRD LN #101,May 2019,FY2019
BEST WESTERN PLUS HOTEL,Routine,06/10/2019,85,75251,8051 LBJ FRWY,Jun 2019,FY2019
KNIGHT ELEMENTARY,Routine,04/29/2019,93,75235,2615 ANSON AVE,Apr 2019,FY2019
7-ELEVEN #34997,Routine,08/28/2018,94,75221,1010 ROSS AVE,Aug 2018,FY2018
SAL'S PIZZA,Routine,06/12/2019,90,75219,2525 WYCLIFF AVE #116,Jun 2019,FY2019
BALEADAS BY LILI'S BAR AND GRILL,Routine,05/17/2019,76,75220,3215 SHEILA LN,May 2019,FY2019
MCDONALDS,Routine,05/21/2019,90,75211,4223 W ILLINOIS AVE,May 2019,FY2019
FITZHUGH CHEVRON,Routine,05/30/2019,81,75204,4151 N CENTRAL EXPW,May 2019,FY2019
RAISING CANE'S,Routine,03/01/2017,100,75220,2255 W NORTHWEST HWY,Mar 2017,FY2017
DUNSTON'S STEAKHOUSE,Routine,04/29/2019,93,75235,8526 HARRY HINES BLVD,Apr 2019,FY2019
AMC THEATRES NORTHPARK 15 (BAR),Routine,08/01/2018,98,75225,8687 N CENTRAL EXPW #3000,Aug 2018,FY2018
GILL ELEMENTARY,Routine,05/15/2019,88,75228,10910 FERGUSON RD,May 2019,FY2019
SHELL TRAVEL CENTER,Routine,05/21/2019,92,75232,8165 S THORNTON FRWY,May 2019,FY2019
COLISEUM CONCESSION SOUTH,Routine,03/15/2017,100,75226,515 FAIR PARK,Mar 2017,FY2017
STARBUCKS COFFEE #6248,Routine,10/10/2016,100,75230,11919 PRESTON RD,Oct 2016,FY2017
TERIYAKI HOUSE,Routine,05/28/2019,91,75232,4344 S HAMPTON RD #150,May 2019,FY2019
FISH CITY GRILL,Routine,05/30/2019,81,75230,10720 PRESTON RD #1012,May 2019,FY2019
WHATABURGER,Routine,05/21/2019,89,75235,8008 CEDAR SPRINGS RD C2081,May 2019,FY2019
BURGER KING,Routine,04/30/2019,95,75247,8383 N STEMMONS FRWY,Apr 2019,FY2019
GRASSROOTS KITCHEN,Routine,06/12/2019,97,75224,2109 S EDGEFIELD,Jun 2019,FY2019
GATEWAY CHARTER ACADEMY,Routine,05/21/2019,91,75241,1015 E WHEATLAND RD,May 2019,FY2019
SALATA,Routine,05/29/2019,89,75225,8307 WESTCHESTER DR #B,May 2019,FY2019
MCDONALDS,Routine,06/13/2019,93,75223,5337 EAST GRAND AVE,Jun 2019,FY2019
KIEST MARKET,Routine,05/21/2019,94,75203,3807 E KIEST BLVD,May 2019,FY2019
TORTILLERIA EL CHARRACO,Routine,06/03/2019,92,75229,11055 DENNIS RD STE #1,Jun 2019,FY2019
AMC THEATRES NORTHPARK 15 (BAR),Routine,02/07/2019,100,75225,8687 N CENTRAL EXPW #3000,Feb 2019,FY2019
GEORGE B DEALEY,Routine,05/23/2019,97,75230,6501 ROYAL LN,May 2019,FY2019
TEXAS CATERING,Routine,05/29/2019,93,75235,6211 OWENS ST #130,May 2019,FY2019
WALGREENS $#06891,Routine,06/12/2019,96,75218,11403 E NORTHWEST HWY,Jun 2019,FY2019
ODDFELLOW'S,Routine,05/23/2019,80,75208,316 W SEVENTH ST,May 2019,FY2019
BIERGARTEN,Routine,05/31/2019,100,75202,665 S LAMAR ST #110,May 2019,FY2019
SCOTTISH RITE HOSPITAL SERVERY,Routine,05/30/2019,96,75219,2222 WELBURN ST,May 2019,FY2019
LA MADELEINE,Routine,06/05/2019,92,75220,4343 W NORTHWEST HWY #365,Jun 2019,FY2019
JOULE MAIN BAR A,Routine,01/17/2017,100,75201,1530 MAIN ST,Jan 2017,FY2017
ZIZIKI'S,Routine,05/30/2019,88,75205,4514 TRAVIS ST #122,May 2019,FY2019
MONTESSORI ACADEMY AT ONESIMO HERNANDEZ ELEMENTARY,Routine,04/26/2019,99,75235,5555 MAPLE AVE,Apr 2019,FY2019
MALIBU POKE,Routine,05/20/2019,92,75201,2021 MCKINNEY AVE #145,May 2019,FY2019
THE ISLAND SPOT,Routine,05/14/2019,66,75208,309 W JEFFERSON BLVD,May 2019,FY2019
RESTAURANTE EL SALVADORENO,Routine,05/09/2019,90,75235,8414 DENTON DR,May 2019,FY2019
GASTON DONUTS,Routine,06/06/2019,80,75246,4837 GASTON AVE,Jun 2019,FY2019
DON TACO,Routine,06/12/2019,90,75224,3806 S POLK ST,Jun 2019,FY2019
R & R CAFE,Routine,06/14/2019,76,75251,12221 MERIT DR #140,Jun 2019,FY2019
FAST WOK,Routine,04/21/2019,81,75220,9730 WEBB CHAPEL RD,Apr 2019,FY2019
NEIMAN MARCUS FRESH MARKET,Routine,11/16/2016,100,75201,1605 COMMERCE ST,Nov 2016,FY2017
PANADERIA & RESTAURANT GUATEMALTECA,Routine,06/03/2019,76,75229,11055 DENNIS RD #17,Jun 2019,FY2019
CLINTON P RUSSELL SCHOOL,Routine,05/24/2019,93,75224,3031 S BECKLEY AVE,May 2019,FY2019
FAJITTA PETE'S,Routine,05/20/2019,92,75248,6090 CAMPBELL RD #124,May 2019,FY2019
HENDERSON CHICKEN,Routine,05/16/2019,95,75234,19021 MIDWAY RD #500,May 2019,FY2019
FAMILY DOLLAR #3735,Routine,02/15/2019,97,75228,3402 N BUCKNER BLVD,Feb 2019,FY2019
TROMPOS TACOS DOWNTOWN,Routine,05/29/2019,83,75202,1211 COMMERCE ST,May 2019,FY2019
BEST WESTERN PLUS HOTEL,Routine,01/24/2018,80,75251,8051 LBJ FRWY,Jan 2018,FY2018
BURGER KING,Routine,06/03/2019,93,75240,5575 PETERSON LN,Jun 2019,FY2019
WM M ANDERSON ELEMENTARY,Routine,05/23/2019,95,75217,620 N ST AUGUSTINE RD,May 2019,FY2019
COLISEUM CONCESSION SOUTH,Routine,03/05/2019,100,75226,515 FAIR PARK,Mar 2019,FY2019
MURPHYS DELI,Routine,06/13/2019,90,75219,2323 VICTORY AVE #150,Jun 2019,FY2019
SAM'S GRILL & SEAFOOD,Routine,04/05/2018,81,75247,1607 REGAL ROW,Apr 2018,FY2018
16152 VIDORRA,Routine,05/20/2019,84,75226,2642 MAIN ST #100,May 2019,FY2019
FAMILY DOLLAR,Routine,06/12/2019,93,75228,2417 GUS THOMASSON RD,Jun 2019,FY2019
AFC SUSHI @ BAYLOR HEALTH CARE SYSTEM,Routine,10/25/2017,96,75246,3500 GASTON AVE,Oct 2017,FY2018
GOLDEN CHICK,Routine,05/14/2019,86,75243,11823 PLANO RD,May 2019,FY2019
MARTINEZ ELEM SCHOOL,Routine,05/16/2019,90,75212,4500 BERNAL DR,May 2019,FY2019
303 BAR & GRILL,Routine,05/16/2019,83,75208,303 W DAVIS ST,May 2019,FY2019
